,Year,Month,Age_EDC3 (yrs BP),Mean Irish Air temp (deg C),Irish rainfall (mm),GMST Anomaly Yearly,GMST Anomaly Uncertainty,GMST 20yr anomaly,GMST 20yr Uncertainty,Day,Muana Loa monthly avg CO2 (ppmv),Muana Loa De-seasonalized CO2 (ppmv),Muana Loa Uncertainty of Mean CO2 (ppmv),CO2 (ppmv),CO2 Ice-core data source,Temperature Anomaly (Jouvel),CH4 [ppbv]
5374,,,101458.38,,,,,,,,,,,,,-4.51,
5375,,,101509.27,,,,,,,,,,,,,-3.88,
5376,,,101560.92,,,,,,,,,,,,,-4.84,
5377,,,101613.92,,,,,,,,,,,,,-4.47,
5378,,,101667.35,,,,,,,,,,,,,-4.69,
5379,,,101720.31,,,,,,,,,,,,,-4.09,
5380,,,101749.0,,,,,,,,,,,236.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5381,,,101772.44,,,,,,,,,,,,,-4.64,
5382,,,101825.28,,,,,,,,,,,,,-4.34,
5383,,,101829.0,,,,,,,,,,,,,,493.0
5384,,,101877.75,,,,,,,,,,,,,-4.34,
5385,,,101929.93,,,,,,,,,,,,,-4.26,
5386,,,101982.19,,,,,,,,,,,,,-5.02,
5387,,,102037.54,,,,,,,,,,,,,-4.59,
5388,,,102091.1,,,,,,,,,,,,,-4.41,
5389,,,102143.74,,,,,,,,,,,,,-4.24,
5390,,,102196.11,,,,,,,,,,,,,-4.9,
5391,,,102252.17,,,,,,,,,,,,,-6.18,
5392,,,102311.62,,,,,,,,,,,,,-4.74,
5393,,,102367.9,,,,,,,,,,,,,-4.84,
5394,,,102423.12,,,,,,,,,,,,,-5.13,
5395,,,102479.28,,,,,,,,,,,,,-4.87,
5396,,,102534.71,,,,,,,,,,,,,-4.77,
5397,,,102589.64,,,,,,,,,,,,,-5.45,
5398,,,102647.18,,,,,,,,,,,,,-4.32,
5399,,,102701.69,,,,,,,,,,,,,-5.51,
5400,,,102759.58,,,,,,,,,,,,,-5.58,
5401,,,102818.78,,,,,,,,,,,,,-5.54,
5402,,,102877.74,,,,,,,,,,,,,-5.24,
5403,,,102935.4,,,,,,,,,,,,,-4.8,
5404,,,102991.0,,,,,,,,,,,,,-5.95,
5405,,,103052.15,,,,,,,,,,,,,-5.74,
5406,,,103113.35,,,,,,,,,,,,,-6.22,
5407,,,103175.19,,,,,,,,,,,,,-5.29,
5408,,,103234.47,,,,,,,,,,,,,-6.97,
5409,,,103301.87,,,,,,,,,,,,,-6.74,
5410,,,103368.19,,,,,,,,,,,,,-6.26,
5411,,,103372.0,,,,,,,,,,,,,,559.0
5412,,,103432.9,,,,,,,,,,,,,-7.35,
5413,,,103465.0,,,,,,,,,,,228.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5414,,,103502.79,,,,,,,,,,,,,-6.98,
5415,,,103570.94,,,,,,,,,,,,,-6.45,
5416,,,103636.65,,,,,,,,,,,,,-7.29,
5417,,,103705.47,,,,,,,,,,,,,-5.83,
5418,,,103769.62,,,,,,,,,,,,,-6.89,
5419,,,103836.12,,,,,,,,,,,,,-5.69,
5420,,,103897.55,,,,,,,,,,,,,-6.25,
5421,,,103960.65,,,,,,,,,,,,,-5.72,
5422,,,104022.25,,,,,,,,,,,,,-5.67,
5423,,,104083.48,,,,,,,,,,,,,-6.78,
5424,,,104150.07,,,,,,,,,,,,,-6.16,
5425,,,104212.47,,,,,,,,,,,,,-4.57,
5426,,,104270.33,,,,,,,,,,,,,-5.64,
5427,,,104330.17,,,,,,,,,,,,,-5.94,
5428,,,104392.41,,,,,,,,,,,,,-5.48,
5429,,,104452.53,,,,,,,,,,,,,-5.47,
5430,,,104512.29,,,,,,,,,,,,,-5.29,
5431,,,104571.97,,,,,,,,,,,,,-5.75,
5432,,,104632.95,,,,,,,,,,,,,-5.25,
5433,,,104691.82,,,,,,,,,,,,,-4.59,
5434,,,104704.0,,,,,,,,,,,236.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5435,,,104747.61,,,,,,,,,,,,,-4.9,
5436,,,104804.4,,,,,,,,,,,,,-4.88,
5437,,,104861.11,,,,,,,,,,,,,-4.64,
5438,,,104917.66,,,,,,,,,,,,,-5.15,
5439,,,104975.42,,,,,,,,,,,,,-4.98,
5440,,,105032.73,,,,,,,,,,,,,-4.02,
5441,,,105085.95,,,,,,,,,,,,,-4.85,
5442,,,105143.07,,,,,,,,,,,,,-5.49,
5443,,,105203.51,,,,,,,,,,,,,-5.6,
5444,,,105204.0,,,,,,,,,,,,,,591.0
5445,,,105213.0,,,,,,,,,,,,,,
5446,,,105263.83,,,,,,,,,,,,,-4.87,
5447,,,105321.85,,,,,,,,,,,,,-4.79,
5448,,,105379.05,,,,,,,,,,,,,-5.18,
5449,,,105437.81,,,,,,,,,,,,,-4.89,
5450,,,105495.12,,,,,,,,,,,,,-4.64,
5451,,,105551.52,,,,,,,,,,,,,-4.75,
5452,,,105608.38,,,,,,,,,,,,,-4.9,
5453,,,105636.0,,,,,,,,,,,230.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5454,,,105666.17,,,,,,,,,,,,,-5.16,
5455,,,105675.0,,,,,,,,,,,,,,564.0
5456,,,105725.1,,,,,,,,,,,,,-5.26,
5457,,,105784.72,,,,,,,,,,,,,-5.13,
5458,,,105843.87,,,,,,,,,,,,,-5.27,
5459,,,105902.02,,,,,,,,,,,,,-3.54,
5460,,,105955.56,,,,,,,,,,,,,-4.48,
5461,,,106010.62,,,,,,,,,,,,,-4.82,
5462,,,106066.94,,,,,,,,,,,,,-4.11,
5463,,,106122.0,,,,,,,,,,,,,-4.51,
5464,,,106177.62,,,,,,,,,,,,,-4.6,
5465,,,106203.0,,,,,,,,,,,,,,437.0
5466,,,106233.79,,,,,,,,,,,,,-3.94,
5467,,,106287.17,,,,,,,,,,,,,-3.94,
5468,,,106340.39,,,,,,,,,,,,,-4.16,
5469,,,106394.38,,,,,,,,,,,,,-3.68,
5470,,,106446.75,,,,,,,,,,,,,-3.94,
5471,,,106499.35,,,,,,,,,,,,,-3.33,
5472,,,106550.42,,,,,,,,,,,,,-3.59,
5473,,,106601.29,,,,,,,,,,,,,-3.01,
5474,,,106651.42,,,,,,,,,,,,,-3.72,
5475,,,106703.57,,,,,,,,,,,,,-4.15,
5476,,,106758.92,,,,,,,,,,,,,-5.17,
5477,,,106817.56,,,,,,,,,,,,,-4.83,
5478,,,106876.1,,,,,,,,,,,,,-4.63,
5479,,,106933.3,,,,,,,,,,,,,-4.03,
5480,,,106987.75,,,,,,,,,,,,,-4.82,
5481,,,107007.0,,,,,,,,,,,,,,451.0
5482,,,107045.9,,,,,,,,,,,,,-4.29,
5483,,,107102.59,,,,,,,,,,,,,-5.0,
5484,,,107161.89,,,,,,,,,,,,,-5.32,
5485,,,107222.79,,,,,,,,,,,,,-5.06,
5486,,,107283.07,,,,,,,,,,,,,-4.87,
5487,,,107342.59,,,,,,,,,,,,,-5.83,
5488,,,107406.15,,,,,,,,,,,,,-5.03,
5489,,,107467.73,,,,,,,,,,,,,-5.52,
5490,,,107529.85,,,,,,,,,,,,,-4.91,
5491,,,107579.0,,,,,,,,,,,238.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5492,,,107589.96,,,,,,,,,,,,,-5.58,
5493,,,107653.49,,,,,,,,,,,,,-5.63,
5494,,,107717.31,,,,,,,,,,,,,-5.54,
5495,,,107781.28,,,,,,,,,,,,,-6.25,
5496,,,107848.86,,,,,,,,,,,,,-6.23,
5497,,,107917.02,,,,,,,,,,,,,-6.39,
5498,,,107985.94,,,,,,,,,,,,,-6.46,
5499,,,108055.51,,,,,,,,,,,,,-6.38,
5500,,,108124.94,,,,,,,,,,,,,-6.52,
5501,,,108153.0,,,,,,,,,,,245.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5502,,,108195.23,,,,,,,,,,,,,-6.81,
5503,,,108267.46,,,,,,,,,,,,,-6.89,
5504,,,108308.0,,,,,,,,,,,,,,
5505,,,108340.46,,,,,,,,,,,,,-7.51,
5506,,,108416.49,,,,,,,,,,,,,-6.36,
5507,,,108487.42,,,,,,,,,,,,,-6.97,
5508,,,108560.74,,,,,,,,,,,,,-6.53,
5509,,,108632.37,,,,,,,,,,,,,-6.88,
5510,,,108705.04,,,,,,,,,,,,,-6.36,
5511,,,108776.27,,,,,,,,,,,,,-7.19,
5512,,,108850.75,,,,,,,,,,,,,-6.43,
5513,,,108922.13,,,,,,,,,,,,,-6.46,
5514,,,108993.6,,,,,,,,,,,,,-7.74,
5515,,,108994.0,,,,,,,,,,,,,,468.0
5516,,,109071.79,,,,,,,,,,,,,-6.31,
5517,,,109143.21,,,,,,,,,,,,,-5.81,
5518,,,109210.99,,,,,,,,,,,,,-6.25,
5519,,,109280.35,,,,,,,,,,,,,-6.08,
5520,,,109348.84,,,,,,,,,,,,,-5.39,
5521,,,109416.03,,,,,,,,,,,,,-7.04,
5522,,,109489.7,,,,,,,,,,,,,-5.81,
5523,,,109557.15,,,,,,,,,,,,,-5.62,
5524,,,109623.76,,,,,,,,,,,,,-5.58,
5525,,,109690.1,,,,,,,,,,,,,-5.61,
5526,,,109756.42,,,,,,,,,,,,,-5.41,
5527,,,109804.0,,,,,,,,,,,251.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5528,,,109821.6,,,,,,,,,,,,,-5.01,
5529,,,109885.32,,,,,,,,,,,,,-6.62,
5530,,,109957.47,,,,,,,,,,,,,-5.67,
5531,,,110024.51,,,,,,,,,,,,,-4.25,
5532,,,110084.96,,,,,,,,,,,,,-5.35,
5533,,,110151.15,,,,,,,,,,,,,-6.42,
5534,,,110221.89,,,,,,,,,,,,,-5.62,
5535,,,110253.0,,,,,,,,,,,,,,
5536,,,110290.06,,,,,,,,,,,,,-5.58,
5537,,,110356.04,,,,,,,,,,,,,-4.47,
5538,,,110418.55,,,,,,,,,,,,,-5.12,
5539,,,110482.43,,,,,,,,,,,,,-5.27,
5540,,,110547.87,,,,,,,,,,,,,-5.26,
5541,,,110613.82,,,,,,,,,,,,,-5.57,
5542,,,110681.0,,,,,,,,,,,,,-5.41,
5543,,,110747.35,,,,,,,,,,,,,-4.78,
5544,,,110811.37,,,,,,,,,,,,,-5.29,
5545,,,110876.5,,,,,,,,,,,,,-4.8,
5546,,,110940.18,,,,,,,,,,,,,-4.93,
5547,,,111004.83,,,,,,,,,,,,,-5.45,
5548,,,111071.29,,,,,,,,,,,,,-5.0,
5549,,,111136.48,,,,,,,,,,,,,-4.96,
5550,,,111200.33,,,,,,,,,,,,,-4.12,
5551,,,111262.68,,,,,,,,,,,,,-5.73,
5552,,,111330.42,,,,,,,,,,,,,-5.77,
5553,,,111399.52,,,,,,,,,,,,,-4.69,
5554,,,111442.0,,,,,,,,,,,,,,448.0
5555,,,111456.0,,,,,,,,,,,,,,
5556,,,111464.65,,,,,,,,,,,,,-5.41,
5557,,,111531.57,,,,,,,,,,,,,-5.19,
5558,,,111597.73,,,,,,,,,,,,,-4.44,
5559,,,111661.58,,,,,,,,,,,,,-5.43,
5560,,,111728.75,,,,,,,,,,,,,-5.47,
5561,,,111797.26,,,,,,,,,,,,,-5.25,
5562,,,111862.0,,,,,,,,,,,256.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5563,,,111864.7,,,,,,,,,,,,,-5.18,
5564,,,111931.6,,,,,,,,,,,,,-4.83,
5565,,,111997.09,,,,,,,,,,,,,-5.38,
5566,,,112065.5,,,,,,,,,,,,,-5.62,
5567,,,112135.06,,,,,,,,,,,,,-4.48,
5568,,,112198.58,,,,,,,,,,,,,-4.6,
5569,,,112263.04,,,,,,,,,,,,,-5.14,
5570,,,112330.09,,,,,,,,,,,,,-5.63,
5571,,,112399.56,,,,,,,,,,,,,-4.6,
5572,,,112464.12,,,,,,,,,,,,,-4.15,
5573,,,112526.88,,,,,,,,,,,,,-5.07,
5574,,,112559.0,,,,,,,,,,,,,,443.0
5575,,,112577.0,,,,,,,,,,,,,,
5576,,,112592.34,,,,,,,,,,,,,-4.02,
5577,,,112653.52,,,,,,,,,,,,,-3.82,
5578,,,112714.3,,,,,,,,,,,,,-4.36,
5579,,,112777.16,,,,,,,,,,,,,-4.77,
5580,,,112793.0,,,,,,,,,,,,,,463.0
5581,,,112842.52,,,,,,,,,,,,,-4.64,
5582,,,112907.49,,,,,,,,,,,,,-4.49,
5583,,,112971.49,,,,,,,,,,,,,-4.09,
5584,,,113033.82,,,,,,,,,,,,,-4.1,
5585,,,113096.52,,,,,,,,,,,,,-5.08,
5586,,,113161.87,,,,,,,,,,,,,-3.21,
5587,,,113221.7,,,,,,,,,,,,,-3.64,
5588,,,113262.0,,,,,,,,,,,266.3,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5589,,,113281.09,,,,,,,,,,,,,-3.98,
5590,,,113342.42,,,,,,,,,,,,,-3.53,
5591,,,113402.59,,,,,,,,,,,,,-4.35,
5592,,,113466.18,,,,,,,,,,,,,-4.62,
5593,,,113472.0,,,,,,,,,,,,,,
5594,,,113479.0,,,,,,,,,,,,,,505.0
5595,,,113531.17,,,,,,,,,,,,,-3.73,
5596,,,113574.0,,,,,,,,,,,,,,483.0
5597,,,113592.12,,,,,,,,,,,,,-3.42,
5598,,,113652.36,,,,,,,,,,,,,-4.69,
5599,,,113715.96,,,,,,,,,,,,,-3.26,
5600,,,113775.62,,,,,,,,,,,,,-3.06,
5601,,,113832.83,,,,,,,,,,,,,-2.82,
5602,,,113888.92,,,,,,,,,,,,,-3.18,
5603,,,113946.72,,,,,,,,,,,,,-3.03,
5604,,,114003.81,,,,,,,,,,,,,-2.83,
5605,,,114031.0,,,,,,,,,,,,,,497.0
5606,,,114060.24,,,,,,,,,,,,,-2.87,
5607,,,114082.0,,,,,,,,,,,,,,
5608,,,114096.0,,,,,,,,,,,261.4,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5609,,,114115.63,,,,,,,,,,,,,-2.01,
5610,,,114169.93,,,,,,,,,,,,,-3.14,
5611,,,114226.59,,,,,,,,,,,,,-2.96,
5612,,,114283.93,,,,,,,,,,,,,-3.08,
5613,,,114341.7,,,,,,,,,,,,,-2.55,
5614,,,114397.95,,,,,,,,,,,,,-2.02,
5615,,,114452.09,,,,,,,,,,,,,-3.09,
5616,,,114508.0,,,,,,,,,,,,,,511.0
5617,,,114509.46,,,,,,,,,,,,,-3.31,
5618,,,114568.58,,,,,,,,,,,,,-3.27,
5619,,,114601.0,,,,,,,,,,,274.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5620,,,114627.45,,,,,,,,,,,,,-2.69,
5621,,,114684.11,,,,,,,,,,,,,-2.42,
5622,,,114738.0,,,,,,,,,,,,,,
5623,,,114740.44,,,,,,,,,,,,,-1.63,
5624,,,114791.62,,,,,,,,,,,,,-1.84,
5625,,,114843.84,,,,,,,,,,,,,-2.49,
5626,,,114899.21,,,,,,,,,,,,,-2.85,
5627,,,114955.52,,,,,,,,,,,,,-2.17,
5628,,,115010.42,,,,,,,,,,,,,-2.45,
5629,,,115060.0,,,,,,,,,,,,,,485.0
5630,,,115063.61,,,,,,,,,,,,,-0.96,
5631,,,115115.29,,,,,,,,,,,,,-2.16,
5632,,,115118.0,,,,,,,,,,,273.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5633,,,115168.84,,,,,,,,,,,,,-1.92,
5634,,,115222.67,,,,,,,,,,,,,-2.18,
5635,,,115275.7,,,,,,,,,,,,,-1.21,
5636,,,115327.01,,,,,,,,,,,,,-2.6,
5637,,,115382.15,,,,,,,,,,,,,-2.12,
5638,,,115401.0,,,,,,,,,,,,,,503.0
5639,,,115436.44,,,,,,,,,,,,,-2.36,
5640,,,115491.7,,,,,,,,,,,,,-2.23,
5641,,,115546.22,,,,,,,,,,,,,-2.07,
5642,,,115599.25,,,,,,,,,,,,,-1.62,
5643,,,115651.87,,,,,,,,,,,,,-2.28,
5644,,,115706.75,,,,,,,,,,,,,-2.6,
5645,,,115762.14,,,,,,,,,,,,,-1.63,
5646,,,115768.0,,,,,,,,,,,,,,520.0
5647,,,115815.0,,,,,,,,,,,,,-1.42,
5648,,,115867.57,,,,,,,,,,,,,-2.61,
5649,,,115922.37,,,,,,,,,,,,,-1.71,
5650,,,115975.71,,,,,,,,,,,,,-1.63,
5651,,,116028.55,,,,,,,,,,,,,-2.56,
5652,,,116037.0,,,,,,,,,,,,,,550.0
5653,,,116084.56,,,,,,,,,,,,,-1.42,
5654,,,116136.18,,,,,,,,,,,,,-1.73,
5655,,,116175.0,,,,,,,,,,,,,,
5656,,,116189.19,,,,,,,,,,,,,-3.03,
5657,,,116200.0,,,,,,,,,,,,,,531.0
5658,,,116247.53,,,,,,,,,,,,,-1.55,
5659,,,116300.1,,,,,,,,,,,,,-0.81,
5660,,,116349.66,,,,,,,,,,,,,-1.21,
5661,,,116353.0,,,,,,,,,,,,,,548.0
5662,,,116399.64,,,,,,,,,,,,,-1.01,
5663,,,116449.59,,,,,,,,,,,,,-1.24,
5664,,,116499.92,,,,,,,,,,,,,-1.02,
5665,,,116501.0,,,,,,,,,,,262.5,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5666,,,116550.34,,,,,,,,,,,,,-1.6,
5667,,,116602.26,,,,,,,,,,,,,-1.48,
5668,,,116605.0,,,,,,,,,,,,,,575.0
5669,,,116654.08,,,,,,,,,,,,,-1.19,
5670,,,116704.37,,,,,,,,,,,,,-0.56,
5671,,,116753.57,,,,,,,,,,,,,-1.32,
5672,,,116804.58,,,,,,,,,,,,,-1.71,
5673,,,116855.94,,,,,,,,,,,,,-0.3,
5674,,,116904.74,,,,,,,,,,,,,-0.79,
5675,,,116952.86,,,,,,,,,,,,,-0.43,
5676,,,117001.11,,,,,,,,,,,,,-0.99,
5677,,,117051.11,,,,,,,,,,,,,-1.56,
5678,,,117052.0,,,,,,,,,,,,,,541.0
5679,,,117101.81,,,,,,,,,,,,,0.04,
5680,,,117149.32,,,,,,,,,,,,,-0.56,
5681,,,117196.91,,,,,,,,,,,,,-0.5,
5682,,,117244.86,,,,,,,,,,,,,-0.56,
5683,,,117292.91,,,,,,,,,,,,,-0.32,
5684,,,117340.07,,,,,,,,,,,,,0.34,
5685,,,117342.0,,,,,,,,,,,,,,555.0
5686,,,117384.73,,,,,,,,,,,,,-0.7,
5687,,,117433.48,,,,,,,,,,,,,-0.76,
5688,,,117446.0,,,,,,,,,,,,,,572.0
5689,,,117482.46,,,,,,,,,,,,,-0.2,
5690,,,117519.0,,,,,,,,,,,,,,
5691,,,117529.6,,,,,,,,,,,,,-0.39,
5692,,,117577.12,,,,,,,,,,,,,-0.37,
5693,,,117589.0,,,,,,,,,,,,,,590.0
5694,,,117624.01,,,,,,,,,,,,,0.39,
5695,,,117669.98,,,,,,,,,,,,,-0.5,
5696,,,117717.28,,,,,,,,,,,,,-0.51,
5697,,,117750.0,,,,,,,,,,,267.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5698,,,117764.53,,,,,,,,,,,,,0.4,
5699,,,117810.91,,,,,,,,,,,,,-0.41,
5700,,,117857.32,,,,,,,,,,,,,0.09,
5701,,,117904.65,,,,,,,,,,,,,-0.87,
5702,,,117953.56,,,,,,,,,,,,,-0.65,
5703,,,117964.0,,,,,,,,,,,,,,560.0
5704,,,118000.96,,,,,,,,,,,,,1.38,
5705,,,118010.0,,,,,,,,,,,,,,573.0
5706,,,118043.83,,,,,,,,,,,,,0.73,
5707,,,118086.67,,,,,,,,,,,,,1.14,
5708,,,118128.98,,,,,,,,,,,,,0.05,
5709,,,118175.21,,,,,,,,,,,,,-0.9,
5710,,,118205.0,,,,,,,,,,,,,,575.0
5711,,,118223.74,,,,,,,,,,,,,0.22,
5712,,,118270.79,,,,,,,,,,,,,-0.32,
5713,,,118318.5,,,,,,,,,,,,,-0.7,
5714,,,118366.38,,,,,,,,,,,,,0.43,
5715,,,118396.0,,,,,,,,,,,,,,
5716,,,118412.23,,,,,,,,,,,,,0.5,
5717,,,118456.47,,,,,,,,,,,,,0.7,
5718,,,118501.37,,,,,,,,,,,,,-0.49,
5719,,,118548.55,,,,,,,,,,,,,0.16,
5720,,,118595.22,,,,,,,,,,,,,-0.09,
5721,,,118631.0,,,,,,,,,,,,,,563.0
5722,,,118642.57,,,,,,,,,,,,,-0.35,
5723,,,118649.0,,,,,,,,,,,273.7,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5724,,,118690.68,,,,,,,,,,,,,-0.07,
5725,,,118737.72,,,,,,,,,,,,,0.75,
5726,,,118781.74,,,,,,,,,,,,,-0.19,
5727,,,118828.58,,,,,,,,,,,,,0.29,
5728,,,118853.0,,,,,,,,,,,,,,559.0
5729,,,118874.35,,,,,,,,,,,,,0.41,
5730,,,118918.47,,,,,,,,,,,,,1.33,
5731,,,118962.13,,,,,,,,,,,,,0.16,
5732,,,119005.29,,,,,,,,,,,,,1.6,
5733,,,119047.93,,,,,,,,,,,,,0.56,
5734,,,119091.66,,,,,,,,,,,,,0.61,
5735,,,119136.02,,,,,,,,,,,,,0.32,
5736,,,119164.0,,,,,,,,,,,,,,589.0
5737,,,119181.62,,,,,,,,,,,,,0.19,
5738,,,119227.3,,,,,,,,,,,,,0.72,
5739,,,119272.07,,,,,,,,,,,,,0.28,
5740,,,119273.0,,,,,,,,,,,,,,573.0
5741,,,119317.42,,,,,,,,,,,,,0.3,
5742,,,119362.53,,,,,,,,,,,,,0.87,
5743,,,119407.94,,,,,,,,,,,,,-0.33,
5744,,,119454.74,,,,,,,,,,,,,0.12,
5745,,,119499.0,,,,,,,,,,,,,,584.0
5746,,,119500.77,,,,,,,,,,,,,1.29,
5747,,,119543.95,,,,,,,,,,,,,0.67,
5748,,,119587.95,,,,,,,,,,,,,1.37,
5749,,,119630.09,,,,,,,,,,,,,0.28,
5750,,,119672.0,,,,,,,,,,,271.9,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5751,,,119674.9,,,,,,,,,,,,,0.89,
5752,,,119704.0,,,,,,,,,,,,,,591.0
5753,,,119718.52,,,,,,,,,,,,,1.25,
5754,,,119759.96,,,,,,,,,,,,,2.11,
5755,,,119800.93,,,,,,,,,,,,,0.76,
5756,,,119843.87,,,,,,,,,,,,,0.66,
5757,,,119888.32,,,,,,,,,,,,,1.13,
5758,,,119931.27,,,,,,,,,,,,,0.47,
5759,,,119976.59,,,,,,,,,,,,,0.11,
5760,,,120002.0,,,,,,,,,,,,,,
5761,,,120022.5,,,,,,,,,,,,,0.84,
5762,,,120066.74,,,,,,,,,,,,,1.13,
5763,,,120110.39,,,,,,,,,,,,,0.59,
5764,,,120153.26,,,,,,,,,,,,,1.98,
5765,,,120194.86,,,,,,,,,,,,,0.59,
5766,,,120239.05,,,,,,,,,,,,,1.9,
5767,,,120279.06,,,,,,,,,,,,,1.54,
5768,,,120320.0,,,,,,,,,,,,,,603.0
5769,,,120320.28,,,,,,,,,,,,,1.25,
5770,,,120362.01,,,,,,,,,,,,,1.47,
5771,,,120382.0,,,,,,,,,,,265.2,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5772,,,120404.43,,,,,,,,,,,,,0.79,
5773,,,120447.67,,,,,,,,,,,,,1.14,
5774,,,120490.67,,,,,,,,,,,,,1.38,
5775,,,120532.73,,,,,,,,,,,,,0.99,
5776,,,120571.0,,,,,,,,,,,,,,601.0
5777,,,120576.27,,,,,,,,,,,,,0.71,
5778,,,120620.39,,,,,,,,,,,,,0.96,
5779,,,120652.0,,,,,,,,,,,,,,578.0
5780,,,120663.88,,,,,,,,,,,,,1.28,
5781,,,120706.86,,,,,,,,,,,,,1.02,
5782,,,120749.88,,,,,,,,,,,,,1.12,
5783,,,120765.0,,,,,,,,,,,,,,606.0
5784,,,120792.68,,,,,,,,,,,,,1.85,
5785,,,120833.26,,,,,,,,,,,,,1.31,
5786,,,120875.08,,,,,,,,,,,,,1.59,
5787,,,120916.69,,,,,,,,,,,,,1.42,
5788,,,120958.16,,,,,,,,,,,,,1.58,
5789,,,120999.33,,,,,,,,,,,,,1.87,
5790,,,121017.0,,,,,,,,,,,277.6,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5791,,,121039.66,,,,,,,,,,,,,2.5,
5792,,,121078.41,,,,,,,,,,,,,1.15,
5793,,,121090.0,,,,,,,,,,,,,,592.0
5794,,,121120.54,,,,,,,,,,,,,1.08,
5795,,,121162.06,,,,,,,,,,,,,2.49,
5796,,,121202.79,,,,,,,,,,,,,1.22,
5797,,,121244.21,,,,,,,,,,,,,1.39,
5798,,,121286.38,,,,,,,,,,,,,1.38,
5799,,,121328.4,,,,,,,,,,,,,1.55,
5800,,,121370.21,,,,,,,,,,,,,1.37,
5801,,,121412.01,,,,,,,,,,,,,1.55,
5802,,,121452.93,,,,,,,,,,,,,2.33,
5803,,,121492.39,,,,,,,,,,,,,1.87,
5804,,,121532.03,,,,,,,,,,,,,2.88,
5805,,,121561.0,,,,,,,,,,,,,,598.0
5806,,,121570.36,,,,,,,,,,,,,1.68,
5807,,,121610.92,,,,,,,,,,,,,0.98,
5808,,,121652.68,,,,,,,,,,,,,2.23,
5809,,,121692.89,,,,,,,,,,,,,2.36,
5810,,,121731.73,,,,,,,,,,,,,1.67,
5811,,,121752.0,,,,,,,,,,,,,,594.0
5812,,,121772.66,,,,,,,,,,,,,1.52,
5813,,,121814.02,,,,,,,,,,,,,1.69,
5814,,,121854.79,,,,,,,,,,,,,2.14,
5815,,,121895.0,,,,,,,,,,,,,1.46,
5816,,,121936.65,,,,,,,,,,,,,0.47,
5817,,,121961.0,,,,,,,,,,,,,,
5818,,,121982.32,,,,,,,,,,,,,1.24,
5819,,,122020.0,,,,,,,,,,,,,,618.0
5820,,,122025.35,,,,,,,,,,,,,1.5,
5821,,,122067.89,,,,,,,,,,,,,1.09,
5822,,,122110.19,,,,,,,,,,,,,1.71,
5823,,,122152.42,,,,,,,,,,,,,1.23,
5824,,,122194.82,,,,,,,,,,,,,1.8,
5825,,,122237.1,,,,,,,,,,,,,2.06,
5826,,,122276.7,,,,,,,,,,,,,2.31,
5827,,,122316.39,,,,,,,,,,,,,1.72,
5828,,,122344.0,,,,,,,,,,,272.1,Vostok (Petit et al. 1999; Pepin et al. 2001; Raynaud et al. 2005) LGGE,,
5829,,,122355.65,,,,,,,,,,,,,2.71,
5830,,,122367.0,,,,,,,,,,,,,,592.0
5831,,,122394.68,,,,,,,,,,,,,2.18,
5832,,,122435.44,,,,,,,,,,,,,1.28,
5833,,,122477.89,,,,,,,,,,,,,1.66,
5834,,,122519.14,,,,,,,,,,,,,1.99,
5835,,,122528.0,,,,,,,,,,,,,,594.0
5836,,,122559.87,,,,,,,,,,,,,1.73,
5837,,,122600.6,,,,,,,,,,,,,1.78,
5838,,,122606.0,,,,,,,,,,,,,,600.0
5839,,,122641.44,,,,,,,,,,,,,2.06,
5840,,,122681.26,,,,,,,,,,,,,2.21,
5841,,,122720.76,,,,,,,,,,,,,2.06,
5842,,,122760.91,,,,,,,,,,,,,1.65,
5843,,,122801.0,,,,,,,,,,,,,2.53,
5844,,,122839.93,,,,,,,,,,,,,2.71,
