Year,Month,Day,Max,Min
1921,5,14,12.55,10.6
1921,5,15,12.05,8.7
1921,5,16,13.1,9.1
1921,5,17,11,8.2
1921,5,18,12.7,7.1
1921,5,19,11.95,10.05
1921,5,20,12.6,10.2
1921,5,21,13.75,11.25
1921,5,22,13.45,10.35
1921,5,23,15.75,12.4
1921,5,24,14.2,9.75
1921,5,25,13.8,9.55
1921,5,26,13.9,8.65
1921,5,27,11,7.25
1921,5,28,10.95,6.35
1921,5,29,11.6,6.9
1921,5,30,12.15,9.6
1921,5,31,11.75,8.3
1921,6,1,11.65,7.25
1921,6,2,12.95,8.3
1921,6,3,16.6,9.15
1921,6,4,19.25,10.3
1921,6,5,18.7,13.6
1921,6,6,19.85,12.75
1921,6,7,17.6,9.2
1921,6,8,15.05,12
1921,6,9,13.4,8.75
1921,6,10,13.3,9.9
1921,6,11,13.3,11.65
1921,6,12,13.95,9.95
1921,6,13,14.2,12.35
1921,6,14,15.85,12.05
1921,6,15,19.5,13.3
1921,6,16,20.4,12.45
1921,6,17,19,12.7
1921,6,18,18.9,12.1
1921,6,19,16.05,11
1921,6,20,15,11.95
1921,6,21,14.95,12.25
1921,6,22,15.7,11.2
1921,6,23,16.35,13.35
1921,6,24,18.75,11.9
1921,6,25,21.4,12.3
1921,6,26,18.6,14.5
1921,6,27,18.05,12.6
1921,6,28,19.95,15.3
1921,6,29,21.45,12.1
1921,6,30,20.8,12.25
1921,7,1,17.05,11.4
1921,7,2,15.85,10.6
1921,7,3,18.35,11.1
1921,7,4,19.7,10.7
1921,7,5,21,13.25
1921,7,6,20.45,15.75
1921,7,7,20,16.7
1921,7,8,20.3,18.05
1921,7,9,22.75,17.5
1921,7,10,23.8,14.45
1921,7,11,23.9,12.65
1921,7,12,25.9,14.95
1921,7,13,26.95,18.5
1921,7,14,22.7,18.5
1921,7,15,21.25,17.05
1921,7,16,21.45,16.45
1921,7,17,21.75,17.8
1921,7,18,21.9,14.5
1921,7,19,21.3,16.65
1921,7,20,19.65,16.55
1921,7,21,18.5,16.1
1921,7,22,19.75,17.25
1921,7,23,19.65,16.8
1921,7,24,17.2,12.55
1921,7,25,19.2,15.45
1921,7,26,16.75,14
1921,7,27,16.45,11.65
1921,7,28,13.95,12.4
1921,7,29,15.7,13.2
1921,7,30,18.05,15.45
1921,7,31,18.75,15.55
1921,8,1,18.1,15.75
1921,8,2,17.15,11.7
1921,8,3,14.6,10.75
1921,8,4,16.35,13.35
1921,8,5,17.2,13.55
1921,8,6,16.85,14.1
1921,8,7,16.85,12.7
1921,8,8,16.15,12.8
1921,8,9,15,12.2
1921,8,10,14.6,11.05
1921,8,11,14.3,11.7
1921,8,12,14.65,11.75
1921,8,13,15.75,12.7
1921,8,14,16.1,13.45
1921,8,15,16.85,13.75
1921,8,16,16.5,13.7
1921,8,17,16.45,14
1921,8,18,19.25,14.95
1921,8,19,20.45,11.9
1921,8,20,16.65,13.5
1921,8,21,14.5,11.75
1921,8,22,13.7,12.25
1921,8,23,15,13
1921,8,24,16.35,10.35
1921,8,25,15.6,13.4
1921,8,26,16.05,14.4
1921,8,27,17.2,15.35
1921,8,28,15.45,9.8
1921,8,29,14.05,8.5
1921,8,30,15.25,5.05
1921,8,31,16.1,14.05
1921,9,1,15.9,14.15
1921,9,2,15.3,12.55
1921,9,3,15.4,8
1921,9,4,16.5,13.5
1921,9,5,19.55,14.15
1921,9,6,18.25,13.35
1921,9,7,18.85,13.6
1921,9,8,16.1,13
1921,9,9,15.7,11.2
1921,9,10,15,11.6
1921,9,11,14.4,12.15
1921,9,12,14.6,11.5
1921,9,13,16.6,12.75
1921,9,14,15.4,12.4
1921,9,15,14.05,9.05
1921,9,16,14.65,4.8
1921,9,17,15.15,10.05
1921,9,18,14.65,11.7
1921,9,19,16.05,11.7
1921,9,20,14.95,10.4
1921,9,21,15,11.9
1921,9,22,18.1,16.2
1921,9,23,17.25,15
1921,9,24,16.9,13
1921,9,25,16,12.95
1921,9,26,16.75,8.6
1921,9,27,19.1,12.9
1921,9,28,18.2,12.2
1921,9,29,17.8,7.6
1921,9,30,17.45,11
1921,10,1,17.55,14.6
1921,10,2,19.05,16.1
1921,10,3,16.95,14.2
1921,10,4,19.15,16.7
1921,10,5,18.85,17.1
1921,10,6,16.7,13.95
1921,10,7,15.85,12.6
1921,10,8,16.6,15.1
1921,10,9,17.85,14.9
1921,10,10,15.05,12.85
1921,10,11,14.35,12.35
1921,10,12,15.1,8.5
1921,10,13,17.4,15.2
1921,10,14,15.8,11.45
1921,10,15,15.75,12.15
1921,10,16,16.6,15.6
1921,10,17,16.75,14.75
1921,10,18,17.2,15.2
1921,10,19,14.15,11.75
1921,10,20,11.95,2.95
1921,10,21,12.55,8.15
1921,10,22,14.65,11.6
1921,10,23,13.1,9.7
1921,10,24,11.7,4.35
1921,10,25,11.95,7.75
1921,10,26,13.15,8.05
1921,10,27,14.25,11.05
1921,10,28,13.55,8.9
1921,10,29,13.85,9.8
1921,10,30,13.05,10.75
1921,10,31,14.05,12.3
1921,11,1,14.8,13.95
1921,11,2,14.85,13.95
1921,11,3,14.95,13.7
1921,11,4,14.3,12.1
1921,11,5,12.9,10.2
1921,11,6,12.15,7.75
1921,11,7,9.75,3.35
1921,11,8,7.25,-1.3
1921,11,9,11,7.75
1921,11,10,13.1,11.5
1921,11,11,11,8.3
1921,11,12,9.5,6.65
1921,11,13,11.55,9.55
1921,11,14,10,4.25
1921,11,15,10.45,5.35
1921,11,16,11.85,4.75
1921,11,17,10.85,7.85
1921,11,18,9.95,0.6
1921,11,19,8.9,7.65
1921,11,20,11.5,8.4
1921,11,21,10.85,9.2
1921,11,22,13.75,12.15
1921,11,23,14.8,13.85
1921,11,24,14.85,13.35
1921,11,25,13.9,12.7
1921,11,26,12.75,11
1921,11,27,10.55,6.7
1921,11,28,12.3,7.25
1921,11,29,12.4,8.85
1921,11,30,12.5,9.75
1921,12,1,10.5,3.3
1921,12,2,8.2,3.2
1921,12,3,8.4,3.15
1921,12,4,10,8.35
1921,12,5,13.2,11.75
1921,12,6,13.3,12.75
1921,12,7,12.35,9.7
1921,12,8,12.35,11.05
1921,12,9,12.25,11.65
1921,12,10,12.45,11.2
1921,12,11,11.3,8.25
1921,12,12,12.1,8.6
1921,12,13,10.45,8.15
1921,12,14,11.4,9.1
1921,12,15,11.75,10.3
1921,12,16,12.2,11.45
1921,12,17,12.6,11.6
1921,12,18,12.45,11.8
1921,12,19,12.35,11
1921,12,20,10.4,5.4
1921,12,21,11.45,10
1921,12,22,10.6,7.05
1921,12,23,9,5.95
1921,12,24,9.65,5.1
1921,12,25,10.55,7.95
1921,12,26,13.2,8.25
1921,12,27,11.4,8.35
1921,12,28,11.4,7.5
1921,12,29,8.7,6.45
1921,12,30,12.5,8.85
1921,12,31,10.55,9.05
1922,1,1,12,10.45
1922,1,2,12.2,10.4
1922,1,3,8.85,7.2
1922,1,4,7.9,5.85
1922,1,5,8.25,5.55
1922,1,6,9.25,8.35
1922,1,7,10.4,8.2
1922,1,8,11.75,9.45
1922,1,9,13.4,9.25
1922,1,10,9.9,8.5
1922,1,11,9.2,7.25
1922,1,12,7.95,-1.4
1922,1,13,7.95,5
1922,1,14,8,6.15
1922,1,15,11.1,5.15
1922,1,16,6.75,1.45
1922,1,17,6.8,3.05
1922,1,18,9.6,5.7
1922,1,19,5.7,1.6
1922,1,20,4.2,-1
1922,1,21,10.4,5.9
1922,1,22,10.9,8.4
1922,1,23,11.7,9.75
1922,1,24,8.2,5.2
1922,1,25,6.15,1.15
1922,1,26,11.1,7.3
1922,1,27,10.05,7.3
1922,1,28,9.1,6.8
1922,1,29,8.85,7.25
1922,1,30,9.15,6.4
1922,1,31,8.9,6.7
1922,2,1,9.3,5.1
1922,2,2,11.95,9.9
1922,2,3,11,8.65
1922,2,4,9.05,6.65
1922,2,5,8.15,3.3
1922,2,6,9,6.8
1922,2,7,9.9,8.85
1922,2,8,9.95,7
1922,2,9,9.95,7.3
1922,2,10,9.15,6.25
1922,2,11,9.45,8.2
1922,2,12,8.95,7.7
1922,2,13,7.45,4.45
1922,2,14,7.15,3.05
1922,2,15,10,7.9
1922,2,16,10.5,8.05
1922,2,17,7.95,3.75
1922,2,18,7.9,4.45
1922,2,19,11.15,8.2
1922,2,20,8.55,4.75
1922,2,21,6.25,1.95
1922,2,22,9.55,5.5
1922,2,23,12.15,10.1
1922,2,24,12.25,11.7
1922,2,25,10.95,6.8
1922,2,26,9.9,7
1922,2,27,8.05,5.2
1922,2,28,8.75,5
1922,3,1,8.25,4.2
1922,3,2,9.45,5.1
1922,3,3,11.7,9.5
1922,3,4,9.95,6.65
1922,3,5,10.35,8.35
1922,3,6,8.9,6.7
1922,3,7,7.95,5
1922,3,8,7.9,5.05
1922,3,9,7.6,4.35
1922,3,10,8.15,3.8
1922,3,11,8.8,7.85
1922,3,12,9.8,7.05
1922,3,13,11.5,6.05
1922,3,14,11.85,4.7
1922,3,15,12.1,6.55
1922,3,16,12.05,5.9
1922,3,17,10.25,7.9
1922,3,18,9.2,7.75
1922,3,19,10.25,2.85
1922,3,20,8.8,5.8
1922,3,21,7.1,1.55
1922,3,22,6.2,1.2
1922,3,23,7,1.65
1922,3,24,9.4,6.2
1922,3,25,8.65,2.5
1922,3,26,8.25,3.95
1922,3,27,8.3,4.4
1922,3,28,8,5.25
1922,3,29,10.2,2.65
1922,3,30,10.8,6.6
1922,3,31,9.1,5.4
1922,4,1,7.2,0.6
1922,4,2,6.75,3.35
1922,4,3,7.3,1.8
1922,4,4,8.25,1.05
1922,4,5,9.3,4.8
1922,4,6,8.6,0.35
1922,4,7,8.05,4.95
1922,4,8,8.35,5.15
1922,4,9,8.7,4.65
1922,4,10,10,2.8
1922,4,11,9.35,4.45
1922,4,12,6.9,2
1922,4,13,7.8,2.5
1922,4,14,10.15,2.55
1922,4,15,9.35,5.35
1922,4,16,8.25,3.8
1922,4,17,8.7,5.05
1922,4,18,10.9,2.25
1922,4,19,11.1,7.85
1922,4,20,10.5,8.1
1922,4,21,10.8,7
1922,4,22,10.9,7.2
1922,4,23,11.1,8.2
1922,4,24,9.9,4.9
1922,4,25,10.2,6.3
1922,4,26,8.6,3.75
1922,4,27,8.85,4.85
1922,4,28,8.75,3.7
1922,4,29,8.7,3.95
1922,4,30,9.4,4.1
1922,5,1,9.25,5.7
1922,5,2,10.1,7.7
1922,5,3,12,8.85
1922,5,4,11.5,7.5
1922,5,5,11.55,6.5
1922,5,6,12,10.6
1922,5,7,12.7,10
1922,5,8,14.2,7.4
1922,5,9,17,9.6
1922,5,10,11.9,9.45
1922,5,11,12.85,10.15
1922,5,12,11.9,7.1
1922,5,13,10.9,5.8
1922,5,14,11.4,8.5
1922,5,15,13.05,10.15
1922,5,16,12.65,11.05
1922,5,17,13.45,10.9
1922,5,18,12.75,9.65
1922,5,19,14.3,11.25
1922,5,20,13,11.85
1922,5,21,13.45,11.8
1922,5,22,13.25,10.35
1922,5,23,13.15,11.05
1922,5,24,13,8.55
1922,5,25,14.6,11.45
1922,5,26,13.7,11.55
1922,5,27,13.75,8.35
1922,5,28,14.95,9.4
1922,5,29,16.45,8.8
1922,5,30,20.55,10.85
1922,5,31,23.35,15.1
1922,6,1,22.5,14.65
1922,6,2,15,10.35
1922,6,3,12.95,10.25
1922,6,4,13.55,8.65
1922,6,5,13.7,9.55
1922,6,6,15.4,10.7
1922,6,7,18.25,12
1922,6,8,17.8,14.3
1922,6,9,17.3,12.15
1922,6,10,15.65,11.95
1922,6,11,14.6,8.75
1922,6,12,15.75,14
1922,6,13,14.35,10.4
1922,6,14,13,10.2
1922,6,15,14.6,11.25
1922,6,16,14.7,11.25
1922,6,17,13.35,10.65
1922,6,18,13.7,12.15
1922,6,19,14,12.1
1922,6,20,14.05,11.9
1922,6,21,14.05,10.65
1922,6,22,14.4,11.4
1922,6,23,13,10.8
1922,6,24,13.2,10.4
1922,6,25,12,9.35
1922,6,26,13.5,11.3
1922,6,27,13.65,12.15
1922,6,28,13.05,9.75
1922,6,29,13.15,9.6
1922,6,30,13.75,10.6
1922,7,1,14.95,11.25
1922,7,2,14.2,11.25
1922,7,3,14.5,11
1922,7,4,13.95,10.6
1922,7,5,14.25,8.6
1922,7,6,12.8,9.55
1922,7,7,13.8,9.3
1922,7,8,12,8.8
1922,7,9,12.7,9.85
1922,7,10,14.95,9.5
1922,7,11,16.65,9.65
1922,7,12,13.95,12.15
1922,7,13,13.55,10.8
1922,7,14,13.7,10.6
1922,7,15,13.8,10.15
1922,7,16,13.65,10.75
1922,7,17,13.45,11.15
1922,7,18,14.25,10.45
1922,7,19,15.85,11.15
1922,7,20,16.3,12.45
1922,7,21,13.75,11.4
1922,7,22,14.5,11
1922,7,23,14.55,12.1
1922,7,24,15.8,13.05
1922,7,25,16.3,12.2
1922,7,26,15.6,13.45
1922,7,27,15.5,12.1
1922,7,28,16.05,7.6
1922,7,29,16.05,13.1
1922,7,30,14.55,11.45
1922,7,31,14.6,11.45
1922,8,1,14.4,11.3
1922,8,2,14.6,11.6
1922,8,3,14.5,12.5
1922,8,4,17.3,14
1922,8,5,18.8,13.9
1922,8,6,16.4,12.9
1922,8,7,17.45,11.5
1922,8,8,13.6,11.75
1922,8,9,15,11.95
1922,8,10,16.5,12
1922,8,11,14.9,8.2
1922,8,12,15.2,12.35
1922,8,13,14.5,12.6
1922,8,14,14.3,11.15
1922,8,15,16.05,11.8
1922,8,16,15.9,13.2
1922,8,17,14.8,11.75
1922,8,18,14.7,13.35
1922,8,19,15.6,13.9
1922,8,20,16.2,13
1922,8,21,15.9,13.3
1922,8,22,14.7,12.5
1922,8,23,13.75,11.5
1922,8,24,15.1,12.35
1922,8,25,14.45,11.95
1922,8,26,15.35,9.5
1922,8,27,15.25,11.9
1922,8,28,14.4,8.95
1922,8,29,14.3,8.9
1922,8,30,13.6,9.75
1922,8,31,13.4,10.4
1922,9,1,13.35,10.9
1922,9,2,13.65,11.5
1922,9,3,14.75,12.5
1922,9,4,15.6,11.35
1922,9,5,16.35,13.6
1922,9,6,15.5,10.7
1922,9,7,15.3,7.8
1922,9,8,17.7,8.7
1922,9,9,15.6,13.5
1922,9,10,15.05,8.6
1922,9,11,14.55,10.85
1922,9,12,13.35,11.15
1922,9,13,12.6,10
1922,9,14,13.3,11
1922,9,15,12.85,10.05
1922,9,16,14.35,12.15
1922,9,17,13.6,10.9
1922,9,18,13.15,10.05
1922,9,19,15.3,13.7
1922,9,20,16.1,12.6
1922,9,21,16.8,14
1922,9,22,16.3,13.6
1922,9,23,14.6,12.3
1922,9,24,14.4,8.9
1922,9,25,14.8,12.8
1922,9,26,14.3,11.25
1922,9,27,15,13.05
1922,9,28,15.05,9.85
1922,9,29,12,5.2
1922,9,30,14.5,12.25
1922,10,1,14,7.7
1922,10,2,13.1,7.3
1922,10,3,14.95,12.6
1922,10,4,15.2,13.55
1922,10,5,15.2,12.5
1922,10,6,13.6,11.3
1922,10,7,13.35,11.1
1922,10,8,12.85,6.6
1922,10,9,11.25,4.25
1922,10,10,13.65,5.25
1922,10,11,12.45,10.4
1922,10,12,14.4,12.45
1922,10,13,16.5,14.35
1922,10,14,18.6,14.95
1922,10,15,15.7,13.75
1922,10,16,15.6,13
1922,10,17,13.9,11.6
1922,10,18,12.75,10
1922,10,19,11.75,8.3
1922,10,20,9.65,5.05
1922,10,21,9.3,6.55
1922,10,22,9.95,5.75
1922,10,23,9.25,6.15
1922,10,24,10.5,7.15
1922,10,25,10.55,8.05
1922,10,26,10.3,8.2
1922,10,27,8.75,4.4
1922,10,28,7.25,2.55
1922,10,29,6.1,2.25
1922,10,30,7.2,3.3
1922,10,31,8.7,1.25
1922,11,1,9.5,7.2
1922,11,2,8.2,2.95
1922,11,3,7.85,3.5
1922,11,4,8.3,4.65
1922,11,5,10.5,4.45
1922,11,6,11.85,8.6
1922,11,7,11,8.55
1922,11,8,10.15,7.75
1922,11,9,10.3,5.45
1922,11,10,12.6,9.9
1922,11,11,10.6,6.25
1922,11,12,11.55,9.5
1922,11,13,12,11.6
1922,11,14,12.2,9.45
1922,11,15,10.85,3.8
1922,11,16,10.55,7.7
1922,11,17,9.9,7.2
1922,11,18,11.4,8.3
1922,11,19,11.45,7.3
1922,11,20,10.1,7.25
1922,11,21,8.95,7.45
1922,11,22,10.3,8
1922,11,23,12.05,8.65
1922,11,24,9.95,7.7
1922,11,25,10.15,3.95
1922,11,26,8.9,3.75
1922,11,27,10.35,7.7
1922,11,28,9.85,3.5
1922,11,29,10,8.65
1922,11,30,10.45,8.75
1922,12,1,10.55,9.2
1922,12,2,10.15,9.05
1922,12,3,9.95,6.9
1922,12,4,10.15,7.4
1922,12,5,10.7,9.2
1922,12,6,9.9,4.75
1922,12,7,9.9,6.2
1922,12,8,11.05,9.1
1922,12,9,9.4,3.1
1922,12,10,8.8,7.55
1922,12,11,10.05,8.85
1922,12,12,12.05,10.7
1922,12,13,12.95,10.6
1922,12,14,10.9,6.7
1922,12,15,7,3.65
1922,12,16,8.4,4.2
1922,12,17,9.45,3.45
1922,12,18,10,5
1922,12,19,8.65,5.15
1922,12,20,7,3.45
1922,12,21,8.7,4.9
1922,12,22,9.2,6
1922,12,23,8.65,4.6
1922,12,24,8.55,5.4
1922,12,25,10.1,6.65
1922,12,26,8.65,5.65
1922,12,27,8.25,3.75
1922,12,28,8.6,4.65
1922,12,29,9.25,5.55
1922,12,30,7.7,4.15
1922,12,31,8.6,6
1923,1,1,9.15,3.6
1923,1,2,11.35,9.5
1923,1,3,9.7,7.05
1923,1,4,9.2,6.55
1923,1,5,10.15,6.55
1923,1,6,8.45,5.35
1923,1,7,11.1,9.3
1923,1,8,10.25,7.9
1923,1,9,8.35,4.55
1923,1,10,7.7,4.85
1923,1,11,7,4
1923,1,12,6.9,0.6
1923,1,13,8.75,5.8
1923,1,14,10.65,8.05
1923,1,15,9.15,6
1923,1,16,9.3,8.15
1923,1,17,9.1,7.7
1923,1,18,9.05,1.3
1923,1,19,10,8.75
1923,1,20,9.55,7.25
1923,1,21,9.6,7.3
1923,1,22,10,8.85
1923,1,23,9.45,4.4
1923,1,24,9.85,8.2
1923,1,25,9.8,7.15
1923,1,26,9.25,8.35
1923,1,27,9.45,8.15
1923,1,28,9.45,6.4
1923,1,29,10.3,9.4
1923,1,30,11,10.15
1923,1,31,11.55,10.2
1923,2,1,12.35,11.3
1923,2,2,12.45,11.05
1923,2,3,11.35,8.55
1923,2,4,9.8,7.05
1923,2,5,9.85,8.15
1923,2,6,9.3,5.05
1923,2,7,8.95,3.3
1923,2,8,7.15,3.3
1923,2,9,9.75,6.55
1923,2,10,11.1,7.7
1923,2,11,9.5,6.05
1923,2,12,10,7.05
1923,2,13,10.95,9.05
1923,2,14,9,1.1
1923,2,15,10,7.4
1923,2,16,9.3,6.15
1923,2,17,10.25,6.65
1923,2,18,10.35,5.8
1923,2,19,8.25,2.65
1923,2,20,7.05,0.5
1923,2,21,8.5,3.75
1923,2,22,7,2.95
1923,2,23,7.85,3.45
1923,2,24,10.05,6.45
1923,2,25,9.5,7.05
1923,2,26,10.3,6.85
1923,2,27,8.45,7.05
1923,2,28,9.4,5.25
1923,3,1,9.75,5.7
1923,3,2,9.3,5.55
1923,3,3,9.7,6.35
1923,3,4,8.85,2.85
1923,3,5,11.2,8.35
1923,3,6,10.6,8.55
1923,3,7,10,7.8
1923,3,8,10.1,6.6
1923,3,9,10,3.35
1923,3,10,8.15,5.45
1923,3,11,7.95,2.65
1923,3,12,11.4,8.25
1923,3,13,9.8,5.4
1923,3,14,10.9,3
1923,3,15,9.45,5.75
1923,3,16,8.65,4.4
1923,3,17,9.6,4.4
1923,3,18,10.65,2.6
1923,3,19,9,4.6
1923,3,20,8.85,1.4
1923,3,21,9.5,2.1
1923,3,22,9.45,4.55
1923,3,23,10.8,5.95
1923,3,24,10.8,5.4
1923,3,25,11.35,8.2
1923,3,26,11.1,9
1923,3,27,11.75,9.95
1923,3,28,11.1,8.5
1923,3,29,11.25,8.3
1923,3,30,10.75,8.25
1923,3,31,10.1,3.1
1923,4,1,10.15,0.7
1923,4,2,9.6,1.25
1923,4,3,9.85,6.45
1923,4,4,9.6,6.8
1923,4,5,9.65,5.1
1923,4,6,9.1,2.75
1923,4,7,8.4,4.5
1923,4,8,10.05,1.3
1923,4,9,9.9,6.95
1923,4,10,7.35,2.65
1923,4,11,8.6,3.8
1923,4,12,10.4,3.6
1923,4,13,9.65,4.5
1923,4,14,8.95,5.6
1923,4,15,9.75,7.25
1923,4,16,11.1,8.1
1923,4,17,12.25,9.25
1923,4,18,10.8,8.3
1923,4,19,11.4,5.25
1923,4,20,11.5,8.6
1923,4,21,8.3,4.05
1923,4,22,10.05,3.5
1923,4,23,11.5,5.05
1923,4,24,9.6,2
1923,4,25,11.15,8.1
1923,4,26,9.45,6.5
1923,4,27,9.45,4.95
1923,4,28,9.95,7.1
1923,4,29,11.05,8.15
1923,4,30,12.35,11.05
1923,5,1,13.25,9.9
1923,5,2,15.95,9.75
1923,5,3,15.7,10.9
1923,5,4,13.15,11.15
1923,5,5,13.2,10.15
1923,5,6,11.75,8.65
1923,5,7,10.7,5.4
1923,5,8,11.4,7.75
1923,5,9,11.1,7
1923,5,10,9.85,6
1923,5,11,9.55,4.9
1923,5,12,7.6,3.45
1923,5,13,8.65,4.5
1923,5,14,8.8,6.4
1923,5,15,9.4,6.65
1923,5,16,10.15,6.8
1923,5,17,10.3,7.5
1923,5,18,11,8.3
1923,5,19,11,8.2
1923,5,20,11.1,9.3
1923,5,21,11.8,9.65
1923,5,22,12.6,10.8
1923,5,23,12.25,7.85
1923,5,24,11.15,5
1923,5,25,11.1,8.9
1923,5,26,10.5,6.05
1923,5,27,11.15,7.15
1923,5,28,12.55,9.2
1923,5,29,13.5,7.7
1923,5,30,14.4,8.35
1923,5,31,15.2,10
1923,6,1,14.75,7.65
1923,6,2,14.9,7.7
1923,6,3,15.4,9.3
1923,6,4,13.45,10.65
1923,6,5,12.75,9.6
1923,6,6,12.5,10.35
1923,6,7,12.7,9.6
1923,6,8,13.5,11.5
1923,6,9,14.45,12.6
1923,6,10,13.85,10.95
1923,6,11,13.15,10.9
1923,6,12,12.95,11.25
1923,6,13,12.8,11.95
1923,6,14,13.15,10.95
1923,6,15,13,11.85
1923,6,16,12.8,9.7
1923,6,17,12.4,9.55
1923,6,18,13.15,11.15
1923,6,19,13.5,10.6
1923,6,20,13.75,10.6
1923,6,21,13.9,12.45
1923,6,22,14.9,11.65
1923,6,23,14.95,13.3
1923,6,24,15.5,13.35
1923,6,25,15.45,13
1923,6,26,15.25,12.65
1923,6,27,15.65,12.15
1923,6,28,15.7,11.4
1923,6,29,15.25,12.75
1923,6,30,14.35,12.1
1923,7,1,15.6,10.95
1923,7,2,15.55,13.45
1923,7,3,15.3,13.15
1923,7,4,16.25,13.7
1923,7,5,16.3,13.25
1923,7,6,18.85,14.3
1923,7,7,18.6,14.6
1923,7,8,17,14.15
1923,7,9,17.1,15.3
1923,7,10,19.25,14.55
1923,7,11,18,11.35
1923,7,12,18.45,14.05
1923,7,13,20.15,15.15
1923,7,14,19.5,14.25
1923,7,15,16.75,14.1
1923,7,16,16.75,13.45
1923,7,17,16.55,12.9
1923,7,18,16,12.75
1923,7,19,16.05,13.95
1923,7,20,17.2,15.4
1923,7,21,17.6,15.6
1923,7,22,18.6,15.45
1923,7,23,16.7,15.65
1923,7,24,16.75,13.4
1923,7,25,16.55,14.75
1923,7,26,15.7,12.85
1923,7,27,16.45,13.75
1923,7,28,16.65,13.45
1923,7,29,16,13.55
1923,7,30,17.2,13.7
1923,7,31,15.6,11.45
1923,8,1,16.35,13.4
1923,8,2,15.85,13.2
1923,8,3,15.6,13.25
1923,8,4,17.45,13.65
1923,8,5,17.7,14.85
