,xnew,ynew
401,40148.97,209.1
402,40248.97,209.1
403,40348.97,209.1
404,40448.97,209.1
405,40548.97,209.1
406,40648.97,209.1
407,40748.97,209.1
408,40848.97,209.1
409,40948.97,209.1
410,41048.97,209.1
411,41148.97,209.1
412,41248.97,209.1
413,41348.97,209.1
414,41448.97,209.1
415,41548.97,209.1
416,41648.97,209.1
417,41748.97,209.1
418,41848.97,209.1
419,41948.97,209.1
420,42048.97,209.1
421,42148.97,209.1
422,42248.97,209.1
423,42348.97,209.1
424,42448.97,209.1
425,42548.97,209.1
426,42648.97,209.1
427,42748.97,209.1
428,42848.97,209.1
429,42948.97,209.1
430,43048.97,209.1
431,43148.97,209.1
432,43248.97,209.1
433,43348.97,209.1
434,43448.97,209.1
435,43548.97,209.1
436,43648.97,208.84723514077163
437,43748.97,208.3310724713243
438,43848.97,207.81490980187695
439,43948.97,207.2987471324296
440,44048.97,206.78258446298227
441,44148.97,206.26642179353493
442,44248.97,205.7502591240876
443,44348.97,205.23409645464025
444,44448.97,204.7179337851929
445,44548.97,204.20177111574557
446,44648.97,203.68560844629823
447,44748.97,203.1694457768509
448,44848.97,202.65328310740352
449,44948.97,202.13712043795618
450,45048.97,201.62095776850884
451,45148.97,201.1047950990615
452,45248.97,200.58863242961417
453,45348.97,200.07246976016683
454,45448.97,199.55630709071949
455,45548.97,199.04014442127215
456,45648.97,198.5239817518248
457,45748.97,198.00781908237747
458,45848.97,197.49165641293013
459,45948.97,196.9754937434828
460,46048.97,196.45933107403545
461,46148.97,195.9431684045881
462,46248.97,195.42700573514077
463,46348.97,194.91084306569343
464,46448.97,194.3946803962461
465,46548.97,193.87851772679875
466,46648.97,193.3623550573514
467,46748.97,192.84619238790407
468,46848.97,192.33002971845673
469,46948.97,191.8138670490094
470,47048.97,191.29770437956205
471,47148.97,190.7815417101147
472,47248.97,190.26537904066737
473,47348.97,189.74921637122003
474,47448.97,189.29231027667984
475,47548.97,189.23302173913044
476,47648.97,189.17373320158103
477,47748.97,189.11444466403162
478,47848.97,189.05515612648222
479,47948.97,188.9958675889328
480,48048.97,188.9365790513834
481,48148.97,188.877290513834
482,48248.97,188.8180019762846
483,48348.97,188.75871343873519
484,48448.97,188.69942490118578
485,48548.97,188.64013636363637
486,48648.97,188.58084782608697
487,48748.97,188.52155928853756
488,48848.97,188.46227075098815
489,48948.97,188.40298221343875
490,49048.97,190.86513038277516
491,49148.97,193.46082416267947
492,49248.97,196.05651794258375
493,49348.97,198.65221172248806
494,49448.97,201.24790550239237
495,49548.97,203.84359928229668
496,49648.97,206.439293062201
497,49748.97,209.0349868421053
498,49848.97,210.43939568345323
499,49948.97,211.01493525179856
500,50048.97,211.5904748201439
501,50148.97,212.1660143884892
502,50248.97,212.74155395683454
503,50348.97,213.31709352517984
504,50448.97,213.89263309352518
505,50548.97,214.4681726618705
506,50648.97,215.04371223021582
507,50748.97,215.61925179856115
508,50848.97,214.43470564281557
509,50948.97,212.96291972076787
510,51048.97,211.49113379872017
511,51148.97,210.01934787667247
512,51248.97,208.54756195462477
513,51348.97,207.07577603257707
514,51448.97,205.60399011052937
515,51548.97,204.13220418848167
516,51648.97,202.66041826643396
517,51748.97,201.18863234438626
518,51848.97,199.71684642233856
519,51948.97,198.24506050029086
520,52048.97,196.77327457824316
521,52148.97,195.30148865619546
522,52248.97,193.82970273414776
523,52348.97,192.35791681210006
524,52448.97,190.88613089005236
525,52548.97,190.84542307692308
526,52648.97,191.51053144921377
527,52748.97,192.17563982150446
528,52848.97,192.84074819379518
529,52948.97,193.50585656608587
530,53048.97,194.17096493837656
531,53148.97,194.83607331066725
532,53248.97,195.50118168295793
533,53348.97,196.16629005524862
534,53448.97,196.8313984275393
535,53548.97,197.49650679983
536,53648.97,198.16161517212072
537,53748.97,198.8267235444114
538,53848.97,199.4918319167021
539,53948.97,200.15694028899279
540,54048.97,200.82204866128347
541,54148.97,201.48715703357416
542,54248.97,202.15226540586485
543,54348.97,202.81737377815554
544,54448.97,203.48248215044623
545,54548.97,204.14759052273695
546,54648.97,204.81269889502764
547,54748.97,205.47780726731833
548,54848.97,206.14291563960901
549,54948.97,206.8080240118997
550,55048.97,207.4731323841904
551,55148.97,208.13824075648108
552,55248.97,208.8033491287718
553,55348.97,209.4684575010625
554,55448.97,210.13356587335318
555,55548.97,210.79867424564387
556,55648.97,211.46378261793456
557,55748.97,212.12889099022524
558,55848.97,212.79399936251593
559,55948.97,213.45910773480662
560,56048.97,214.1242161070973
561,56148.97,214.78932447938803
562,56248.97,215.45443285167872
563,56348.97,216.1195412239694
564,56448.97,216.7846495962601
565,56548.97,217.44975796855078
566,56648.97,218.11486634084147
567,56748.97,218.77997471313216
568,56848.97,219.44508308542285
569,56948.97,220.11019145771354
570,57048.97,220.77529983000426
571,57148.97,221.44040820229495
572,57248.97,220.48917223198592
573,57348.97,218.5032319859402
574,57448.97,216.51729173989452
575,57548.97,214.53135149384883
576,57648.97,212.54541124780314
577,57748.97,210.55947100175746
578,57848.97,210.13303594771241
579,57948.97,209.84276297577856
580,58048.97,209.55249000384467
581,58148.97,209.2622170319108
582,58248.97,208.97194405997695
583,58348.97,208.68167108804306
584,58448.97,208.3913981161092
585,58548.97,208.1011251441753
586,58648.97,207.81085217224145
587,58748.97,207.52057920030757
588,58848.97,207.2303062283737
589,58948.97,206.94003325643985
590,59048.97,206.64976028450596
591,59148.97,206.3594873125721
592,59248.97,206.0692143406382
593,59348.97,205.77894136870435
594,59448.97,205.48866839677046
595,59548.97,205.1983954248366
596,59648.97,204.90812245290275
597,59748.97,204.61784948096886
598,59848.97,204.327576509035
599,59948.97,204.0373035371011
600,60048.97,203.74703056516725
601,60148.97,203.45675759323336
602,60248.97,203.1664846212995
603,60348.97,202.87621164936564
604,60448.97,202.58593867743176
605,60548.97,202.2956657054979
606,60648.97,202.005392733564
607,60748.97,201.71511976163015
608,60848.97,201.4248467896963
609,60948.97,201.1345738177624
610,61048.97,200.84430084582854
611,61148.97,200.55402787389465
612,61248.97,200.2637549019608
613,61348.97,199.9734819300269
614,61448.97,199.68320895809305
615,61548.97,199.3929359861592
616,61648.97,199.1026630142253
617,61748.97,198.81239004229144
618,61848.97,198.52211707035755
619,61948.97,198.2318440984237
620,62048.97,197.9415711264898
621,62148.97,197.65129815455595
622,62248.97,197.3610251826221
623,62348.97,197.0707522106882
624,62448.97,196.78047923875434
625,62548.97,196.49020626682045
626,62648.97,196.1999332948866
627,62748.97,195.90966032295273
628,62848.97,195.61938735101884
629,62948.97,195.32911437908498
630,63048.97,195.13130625000002
631,63148.97,194.94380625000002
632,63248.97,194.75630625
633,63348.97,194.56880625
634,63448.97,194.38130625
635,63548.97,194.19380625
636,63648.97,194.00630625
637,63748.97,193.81880625
638,63848.97,193.63130625
639,63948.97,193.44380625
640,64048.97,193.25630625
641,64148.97,193.06880625
642,64248.97,192.88130625
643,64348.97,192.69380625
644,64448.97,192.50630625
645,64548.97,192.31880625
646,64648.97,192.13130625
647,64748.97,191.94380625
648,64848.97,191.75630625
649,64948.97,191.56880625
650,65048.97,191.434895
651,65148.97,191.784895
652,65248.97,192.134895
653,65348.97,192.48489500000002
654,65448.97,192.83489500000002
655,65548.97,193.184895
656,65648.97,193.534895
657,65748.97,193.884895
658,65848.97,194.23489500000002
659,65948.97,194.58489500000002
660,66048.97,194.96321487279846
661,66148.97,195.59726575342467
662,66248.97,196.2313166340509
663,66348.97,196.8653675146771
664,66448.97,197.49941839530334
665,66548.97,198.13346927592957
666,66648.97,198.76752015655578
667,66748.97,199.401571037182
668,66848.97,200.03562191780824
669,66948.97,200.66967279843445
670,67048.97,201.30372367906068
671,67148.97,201.93777455968691
672,67248.97,202.57182544031312
673,67348.97,203.20587632093935
674,67448.97,203.83992720156556
675,67548.97,204.4739780821918
676,67648.97,205.10802896281803
677,67748.97,205.74207984344423
678,67848.97,206.37613072407046
679,67948.97,207.0101816046967
680,68048.97,207.6442324853229
681,68148.97,208.27828336594914
682,68248.97,208.91233424657537
683,68348.97,209.54638512720157
684,68448.97,210.1804360078278
685,68548.97,210.81448688845404
686,68648.97,211.44853776908025
687,68748.97,212.08258864970648
688,68848.97,212.7166395303327
689,68948.97,213.35069041095892
690,69048.97,213.98474129158515
691,69148.97,214.61879217221136
692,69248.97,215.2528430528376
693,69348.97,215.88689393346382
694,69448.97,216.52094481409003
695,69548.97,217.15499569471626
696,69648.97,217.78904657534247
697,69748.97,218.4230974559687
698,69848.97,219.05714833659493
699,69948.97,219.69119921722114
700,70048.97,220.32525009784737
701,70148.97,220.9593009784736
702,70248.97,221.5933518590998
703,70348.97,222.22740273972605
704,70448.97,222.86145362035228
705,70548.97,223.49550450097848
706,70648.97,224.12955538160472
707,70748.97,224.76360626223095
708,70848.97,225.39765714285716
709,70948.97,226.0317080234834
710,71048.97,226.66575890410962
711,71148.97,227.29980978473583
712,71248.97,227.38261983471077
713,71348.97,227.46526446280993
714,71448.97,227.5479090909091
715,71548.97,227.63055371900828
716,71648.97,227.71319834710744
717,71748.97,227.79584297520663
718,71848.97,227.87848760330579
719,71948.97,227.96113223140497
720,72048.97,228.04377685950413
721,72148.97,228.12642148760332
722,72248.97,228.20906611570248
723,72348.97,228.29171074380164
724,72448.97,228.37435537190083
725,72548.97,228.457
726,72648.97,228.53964462809918
727,72748.97,228.62228925619834
728,72848.97,228.70493388429753
729,72948.97,228.7875785123967
730,73048.97,228.87022314049585
731,73148.97,228.95286776859504
732,73248.97,229.0355123966942
733,73348.97,229.0327963293398
734,73448.97,228.7269079785878
735,73548.97,228.42101962783582
736,73648.97,228.11513127708386
737,73748.97,227.80924292633188
738,73848.97,227.5033545755799
739,73948.97,227.19746622482793
740,74048.97,226.89157787407595
741,74148.97,226.58568952332396
742,74248.97,226.279801172572
743,74348.97,225.97391282182002
744,74448.97,225.66802447106804
745,74548.97,225.36213612031608
746,74648.97,225.0562477695641
747,74748.97,224.75035941881214
748,74848.97,224.44447106806015
749,74948.97,224.13858271730817
750,75048.97,223.8326943665562
751,75148.97,223.52680601580423
752,75248.97,223.22091766505224
753,75348.97,222.91502931430028
754,75448.97,222.6091409635483
755,75548.97,222.3032526127963
756,75648.97,221.99736426204436
757,75748.97,221.69147591129237
758,75848.97,221.3855875605404
759,75948.97,221.07969920978843
760,76048.97,220.77381085903644
761,76148.97,220.46792250828446
762,76248.97,220.1620341575325
763,76348.97,219.85614580678052
764,76448.97,219.55025745602853
765,76548.97,219.24436910527658
766,76648.97,218.9384807545246
767,76748.97,218.6325924037726
768,76848.97,218.32670405302065
769,76948.97,218.02081570226866
770,77048.97,217.71492735151668
771,77148.97,217.40903900076472
772,77248.97,217.10315065001274
773,77348.97,217.54071829622458
774,77448.97,217.98602323330107
775,77548.97,218.43132817037753
776,77648.97,218.876633107454
777,77748.97,219.3219380445305
778,77848.97,219.76724298160696
779,77948.97,220.21254791868344
780,78048.97,220.65785285575993
781,78148.97,221.10315779283638
782,78248.97,221.54846272991287
783,78348.97,221.9496602221308
784,78448.97,222.32810530645824
785,78548.97,222.70655039078568
786,78648.97,223.08499547511312
787,78748.97,223.46344055944056
788,78848.97,223.841885643768
789,78948.97,224.22033072809543
790,79048.97,224.59877581242287
791,79148.97,224.9772208967503
792,79248.97,225.35566598107775
793,79348.97,225.7341110654052
794,79448.97,226.11255614973263
795,79548.97,226.49100123406006
796,79648.97,226.8694463183875
797,79748.97,227.24789140271494
798,79848.97,227.62633648704238
799,79948.97,228.00478157136982
800,80048.97,228.38322665569726
801,80148.97,228.7616717400247
802,80248.97,229.14011682435213
803,80348.97,229.51856190867957
804,80448.97,229.897006993007
805,80548.97,230.27545207733445
806,80648.97,230.6538971616619
807,80748.97,231.09783361064893
808,80848.97,231.66355740432613
809,80948.97,232.22928119800335
810,81048.97,232.79500499168054
811,81148.97,233.36072878535774
812,81248.97,233.92645257903496
813,81348.97,234.49217637271215
814,81448.97,235.05790016638935
815,81548.97,235.62362396006657
816,81648.97,236.18934775374376
817,81748.97,236.75507154742098
818,81848.97,237.32079534109818
819,81948.97,237.88651913477537
820,82048.97,238.4522429284526
821,82148.97,239.01796672212978
822,82248.97,239.58369051580698
823,82348.97,240.1494143094842
824,82448.97,240.7151381031614
825,82548.97,240.935961790393
826,82648.97,240.42286135371177
827,82748.97,239.90976091703055
828,82848.97,239.39666048034934
829,82948.97,238.88356004366813
830,83048.97,238.37045960698688
831,83148.97,237.85735917030567
832,83248.97,237.34425873362446
833,83348.97,236.83115829694324
834,83448.97,236.20359004392387
835,83548.97,234.97372181551975
836,83648.97,233.74385358711567
837,83748.97,232.51398535871155
838,83848.97,231.28411713030746
839,83948.97,230.05424890190335
840,84048.97,228.82438067349926
841,84148.97,227.54682669322708
842,84248.97,226.1723247011952
843,84348.97,224.79782270916334
844,84448.97,223.42332071713145
845,84548.97,222.04881872509958
846,84648.97,220.6743167330677
847,84748.97,219.29981474103585
848,84848.97,217.92531274900395
849,84948.97,216.55081075697208
850,85048.97,215.17630876494022
851,85148.97,214.26986735572783
852,85248.97,214.5110387596899
853,85348.97,214.75221016365202
854,85448.97,214.9933815676141
855,85548.97,215.23455297157622
856,85648.97,215.47572437553833
857,85748.97,215.71689577950042
858,85848.97,215.95806718346253
859,85948.97,216.19923858742465
860,86048.97,216.44040999138673
861,86148.97,216.68158139534884
862,86248.97,216.92275279931093
863,86348.97,216.64762096774194
864,86448.97,216.1291877880184
865,86548.97,215.6107546082949
866,86648.97,215.0923214285714
867,86748.97,214.5738882488479
868,86848.97,214.0554550691244
869,86948.97,213.5370218894009
870,87048.97,213.0185887096774
871,87148.97,212.5001555299539
872,87248.97,211.9817223502304
873,87348.97,211.4632891705069
874,87448.97,210.9448559907834
875,87548.97,210.4264228110599
876,87648.97,209.9079896313364
877,87748.97,209.3895564516129
878,87848.97,208.8711232718894
879,87948.97,208.3526900921659
880,88048.97,208.21225983606558
881,88148.97,208.8761942622951
882,88248.97,209.5401286885246
883,88348.97,210.2040631147541
884,88448.97,210.86799754098362
885,88548.97,211.53193196721313
886,88648.97,212.19586639344263
887,88748.97,212.85980081967213
888,88848.97,213.52373524590163
889,88948.97,214.18766967213116
890,89048.97,214.85160409836067
891,89148.97,215.51553852459017
892,89248.97,216.17947295081967
893,89348.97,216.84340737704918
894,89448.97,217.50734180327868
895,89548.97,218.1712762295082
896,89648.97,218.8352106557377
897,89748.97,219.4991450819672
898,89848.97,220.16307950819672
899,89948.97,220.82701393442622
900,90048.97,221.49094836065575
901,90148.97,222.15488278688525
902,90248.97,222.81881721311476
903,90348.97,223.48275163934426
904,90448.97,224.14668606557376
905,90548.97,224.62273206278027
906,90648.97,225.08237331838566
907,90748.97,225.54201457399103
908,90848.97,226.00165582959642
909,90948.97,226.4612970852018
910,91048.97,226.9209383408072
911,91148.97,227.38057959641256
912,91248.97,227.84022085201795
913,91348.97,228.29986210762334
914,91448.97,228.41916527061858
915,91548.97,228.5383663015464
916,91648.97,228.65756733247423
917,91748.97,228.77676836340208
918,91848.97,228.8959693943299
919,91948.97,229.01517042525774
920,92048.97,229.1343714561856
921,92148.97,229.25357248711342
922,92248.97,229.37277351804124
923,92348.97,229.49197454896907
924,92448.97,229.61117557989692
925,92548.97,229.73037661082475
926,92648.97,229.84957764175257
927,92748.97,229.96877867268043
928,92848.97,230.08797970360826
929,92948.97,230.20718073453608
930,93048.97,230.32638176546394
931,93148.97,230.44558279639176
932,93248.97,230.5647838273196
933,93348.97,230.68398485824744
934,93448.97,230.80318588917527
935,93548.97,230.9223869201031
936,93648.97,231.04158795103092
937,93748.97,231.16078898195877
938,93848.97,231.2799900128866
939,93948.97,231.39919104381443
940,94048.97,231.51839207474228
941,94148.97,231.6375931056701
942,94248.97,231.75679413659793
943,94348.97,231.8759951675258
944,94448.97,231.9951961984536
945,94548.97,231.8917368995633
946,94648.97,231.77892758369723
947,94748.97,231.66611826783114
948,94848.97,231.55330895196508
